Owner name,Agency name,Email,Address,Telephone,Telephone 2,Thumbnail image URL
"Mr. Md. Elias Chowdhury, Proprietor",Efraz International,elias35chy@gmail.com,"147/3, DIT X: Road, Paltan, Dhaka.",['01798599922'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184559/OwnerPhoto_Photo 259.jpg
"Ms. Dola Bairagi, Proprietor",Tady Air International,tadyairinternational@gmail.com,"Rupayan Karim Tower, 7/A (6th Floor), 80 Kakrail Road, Dhaka-1000",['01813858374'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184560/OwnerPhoto_Photo 233.jpg
"Mr. Md. Ahsan Ullah Sumon, Proprietor",Tahiya Air International,tahiyaairint@gmail.com,"Green City Regency (10th Floor), Room No- Tipe/D, 27, Kakrail, Dhaka-1000",['01720945946'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184561/OwnerPhoto_Photo084.jpg
"Mr. Saddique Ali, Proprietor",New Port Holidays BD,demo-d6765c0a-d82d-49ac-90ba-b1cd25c97e2e@gmail.com,"69-71, Mirpur Road, Room No-1419, 13th Floor, Multiplan Centre, Dhaka-1205",['01712128638'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184562/OwnerPhoto_267. OwnerPhoto_Photo254.jpg
"Mr. Mohammad Ghader, Proprietor",MG Tours & Travels,mgtravels.bd@gmail.com,"Plot-87, B N S Centre, Room-804, Dhaka Mymensingh Road, Sector-07, Uttara, Dhaka-1230",['01775599010'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184563/OwnerPhoto_MG Tours & Travels photo20230601_17170703.jpg
"Mr. Basir Ahammed, Proprietor",Rihan Tours and Travels,rihantoursandtravels22@gmail.com,"Shatabdi Center 4th Floor, Room No. 4/A, 292 Inner Circular Road, Fakirapool, Dhaka",01817011141, 01977011141,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184564/OwnerPhoto_Photo014.jpg
"Mr. Partha Sharothy Chakrobortty, Proprietor",PS Travels & Tours,partha.pst@gmail.com,"26 Kakrail, Bir Uttam Shamsul Alam Road, Green City Regency, Room: D-6, (6th Floor), Dhaka-1000",['01711861014'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184565/OwnerPhoto_PS Travels & tours photo20230601_15445900.jpg
"Mr. Sekander M. A. Dipu, Proprietor",Xoss Trip,ceo.royalhost@gmail.com,"718, Lane-1/A, North Badda, Badda, Dhaka",['01994582540-3'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184566/OwnerPhoto_Incorporation Certificate070.jpg
"Mr. Md. Ahasan Habib, Proprietor",The S.A. Ayat Travel International,ayatoverseas@gmail.com,"H-79, Block-H (2nd Floor), Bir Uttam Ziaur Rahman Sarak, Banani C/A, Dhaka-1213",['01710515145'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184567/OwnerPhoto_Photo007.jpg
"Muhammed Salah Uddin, Propritor",Gazi Air International,sgazi333@gmail.com,"120,Fakirapool,D.I.T. Extention Road, Habibullah Mansion (1st floor)Dhaka-1000.",['01712776333'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184568/OwnerPhoto_Photo044.jpg
"Mr. Md. Ronju Choudhary, Proprietor",Earnest Travels,earnestjun19@gmail.com,"60/C, Purana Paltan (3rd Floor), Dhaka-1000",['01948857172'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184569/OwnerPhoto_Photo040.jpg
"Mr. Abul Hasan, Proprietor",Hamid Hajj & Umrah Service,hamidhajjandumrahservice@gmail.com,"70, Bir Uttom C. R. Dotto Road, Hatirpul, Estarn Plaza (5th Floor), Room No-6/31/D, Dhaka",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184570/OwnerPhoto_Hamid Hajj 530.jpg
"Mr. Md Rasedul Huq, Managing Partner",MR Tours & Travels,mrtourstravelsbd@gmail.com,"TWIN TERRACE, 1ST FLOOR, 68, PIONEER ROAD, KAKRAIL, SEGUNBAGICHA, DHAKA",['01712461738'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184571/OwnerPhoto_Photo090.jpg
"Mr. Md. Solaiman Hossain Khandakar, Proprietor",R Rouf International,sanyhossains@gmail.com,"Sattara Centre (10th Floor), 30/A, VIP Road, Naya Paltan, Dhaka-1000",['01767140919'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184572/OwnerPhoto_20230610_153742.jpg
"Mr. Mohammed Kamal Uddin, Managing Director",Martinet Goal Limited,martinetgl2021@gmail.com,"33 Naya Paltan,Dhaka-1000",['01959004249'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184573/OwnerPhoto_20230610_130200.jpg
"Mr. Md Saiful Islam, Managing Director",Dawlat Export Limited,airdawlat@outlook.com,"Ali Bhaban (5th floor), 9 Rajuk Avenue, Matijheel C/A, Dhaka 1000",['01777412247'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184574/OwnerPhoto_20230610_152352.jpg
"Mr. Mehedi Mahbub Hasan Fahim, Proprietor",Opensky Vaactions,fh10002000@yahoo.com,"Selrose n Dale , 116 (Flat-1003,1004), Kazi Nazrul Islam Avenue, Dhaka",['01711107721'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184575/OwnerPhoto_20230610_124513.jpg
"Mr. Sibli Fakir, Proprietor",Jannat Air Aviation,jannatair2@gmail.com,"67, Nayapalton, 12/7A (11th Floor) City Heart Shopping Complex Dhaka-1000",['01790028396'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184576/OwnerPhoto_20230610_123507.jpg
"Mr. Asraful Halder, Proprietor",Dreamful Travel Agency,dreamfultravelsagency@gmail.com,"39, Dilkusha C/A (5th Floor), Motijheel, Dhaka-1000.",['01631413560'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184577/OwnerPhoto_Photo 356.jpg
"Mr. Md. Afser Hossain Abdullah, Proprietor",AMDA Al Bait Travels International,amdaalbait@gmail.com,"68/4, (4th Floor) Hazipara, Rampura, Dhaka",['01911957020'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184578/OwnerPhoto_AMDA Al Bait Travels Photo 20230611_13485636.jpg
"Mr. Mohammad Abu Noman, Managing Partner",Man Air Services,manairservicesbd@gmail.com,"Rupayan F P A B Tower, 2, Nayapaltan, Dhaka-1000",['01978103050'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184579/OwnerPhoto_photo350.jpg
"Mr. Murad Hossain Titu, Managing Partner",Raipur Air Travels,raipurairtravels@gmail.com,"Paltan China Town, Level # 10, E-11/4, Naya Paltan, Dhaka-1000",['01731648951'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184580/OwnerPhoto_photo345.jpg
"Mr. Md. Abdullah Al Mamun, Proprietor",Otithe Travel Agency,islamtours12@gmail.com,"65, Naya Paltan, Islam Tower(1st Floor), Dhaka-1000",['01831696660'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184581/OwnerPhoto_Photo161.jpg
"Mr. Md. Mamunur Rashid , Chairman",Shanin Air International (Pvt.) Limited,shaninair20@gmail.com,"212, Shahid Sayeed Nazrul Islam Shorani, Hotel FARS (5th Floor), Purana Paltan, Dhaka-1000",['01819430906'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184582/OwnerPhoto_Photo 403.jpg
"Mr. Jamal Abu Zaeed, Director",Catharsis Travels Limited,jazaeed@gmail.com,"2185/A, Madani Avenue, Block-I, Bashundhara, Dhaka",['01778287017'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184583/OwnerPhoto_Photo 340.jpg
"Md.Amran Hossen, Proprietor",Destination Travels,destinationtravelsbd@gmail.com,"Kha-178/1 No House of 1st Floor, Tanpara, Khilkhet, Dhaka-1229",['01670184542'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184584/OwnerPhoto_Destination Travels photo 20230610_15564872.jpg
"Mr. Murad, Proprietor",Mahinur Tours & Travels,info.mahinur@gmail.com,"H-92 (5th Floor), Bir Uttam Ziaur Rahman Road, Kakoli, Banani, Dhaka",['01716235827'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184585/OwnerPhoto_Mahinur Tours & Travels photo 20230610_15063113.jpg
"Ismoth Ara Khandaker, Proprietor",Talukder Air Travel,talukderairtravel448@gmail.com,"37/2, Zaman Amit Tower (4th Floor), Purana Paltan (Box Culvert Road), Dhaka",['01712841991'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184586/OwnerPhoto_Talukder Air Travel photo 20230610_15135621.jpg
"Ms. Israt Jahan (Shima), Proprietor",Salvia Travels International,mf.hoque1@gmail.com,"8/A, Rupayan Kamaruddin Tower, office -108, D.I.T Road, ,Malibagh Chowdhury Para, Rampura Dhaka-1219",['01721348999'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184587/OwnerPhoto_Salvia Travels International  Photo 20230611_13400442.jpg
"Mr. Md. Naderuzzaman Badal, Proprietor",Prottasha Travel Agency,prottashabd2011@gmail.com,"Plot-8/A, Road-7/D, Sec-09, Uttara, Dhaka-1230",['01670024762'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184588/OwnerPhoto_OwnerPhoto_Prottasha Travel Agency photo 20230610_16002891.jpg
"Mr. Md. Mohin Uddin Sumon, Proprietor",Sabiha Aviation,sabihaaviation@gmail.com,"24, Purana Paltan, Dr. Nowab Ali Tower (5th Floor), Dhaka-1000.",01829401797, 01767601088,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184589/OwnerPhoto_Photo 335.jpg
"Mr. Mohammad Taslim Alam Salim, Proprietor",Baitullah Holidays,desertlife337@gmail.com,"Sattara Centre (Level-11), 30/A, Nayapaltan, VIP Road, Dhaka-1000",['01717147890'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184590/OwnerPhoto_Baitullah Holidays photo20230610_13335666.jpg
"Mr. Md. Shapaon Mahmud, Proprietor",Grameen International Travels,grameeninttravels23@gmail.com,"163, Fakirapool, Old 3/7, Nayapaltan, Flat 4B (3rd Floor), Dhaka-1000",['01747171704'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184591/OwnerPhoto_Photo171.jpg
"Mr. Md. Mijanur Rahman, Proprietor",Al Mijan Overseas,almijanoverseas555@gmail.com,"162 Shahid Syed Nazrul Islam Sarani, Suleman Plaza, Purana Paltan, Dhaka",['01713588666'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184592/OwnerPhoto_Photo185.jpg
"Mr. Abul Khair Md. Al Hasnat, Managing Director",Safe Consultancy Limited,hasanatdu@gmail.com,"VIP Tower(10th Floor), 51/1, Naya Paltan, Dhaka-1000",['01718885743'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_184593/OwnerPhoto_Photo108.jpg
"Mr. Mahboob Jamal, Proprietor",Crystal Tours and Travels,demo-093df720-33c3-4496-b156-c7fc6acaf168@gmail.com,"SE (D)-9, House-22, Road-140 (4th Floor), Gulshan-1, Dhaka-1212",['01841521919'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_194593/OwnerPhoto_Photo 397.jpg
"Mr. Giasuddin Ahamad, Managing Director",Expat Services Limited,expatserviceltd23@gmail.com,"Sha-45/KA, Uttar Badda, Dhaka-1212.",['01730717374'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_194594/OwnerPhoto_Photo177.jpg
"Mr. Mohi Uddin, Proprietor",Mohammadia Travel & Tours,mohammadiatravelandtours@gmail.com,"55/B, Noakhali Tower (4th floor), Purana Paltan, Dhaka.",['01700655186'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_194595/OwnerPhoto_402.jpg
"Mr. Swapan Kumar Barua, Proprietor",Purba Travel & Tours,swapan@purbabd.com,"Pathantuli, Nazirpul",['01819975055'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204593/OwnerPhoto_Photo362.jpg
"Mr. Shaiful Islam, Chairman",Saifar Global Pvt Limited,saifarglobal@gmail.com,"174/A Subasati Chawk Arcade , Nawab Sirajuddula Road , Chawk Bazar , Chattogram",01710405557, 01756144177,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204594/OwnerPhoto_Photo 367.jpg
"Mr. Iqbal Mahammad Manik, Proprietor",Vacation Express,vexpress0102@gmail.com,"EASTERN ARZOO , ROOM NO. 13/2 , 61 BIJOY NAGAR ROAD, DHAKA",['01703753875'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204595/OwnerPhoto_Photo.jpg
"MD. Rafiqul Islam, Proprietor",RR Trade International,r.r.tradeinta@gmail.com,"82/9 HOTEL SHAHAJAHAN ARCADE , SADARGHAT ROAD , CHATTOGRAM",['01617388735'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204596/OwnerPhoto_Photo 372.jpg
"Mr. Abu Saleh Mohammad Faruk, Managing Director",Assalam Travels Ltd.,farukdhakabd@yahoo.com,"Azad Center, 55, Purana Paltan, Suite-9/C, Dhaka-1000",['01733666888'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204597/OwnerPhoto_Assalam Travels Ltd..jpg
"Mr. Md Abul Kalam Azad, Proprietor",Azad Overseas,azadoverseas1@gmail.com,"House-31, Road-17, Park Plaza, Banani, Dhaka-1213",['01819229985'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204598/OwnerPhoto_Photo135.jpg
"Mr. Md Asad Uddin, Proprietor",The Jononi Travels and Tourism,jononitravels508@gmail.com,"508, Rangmahal Tower (4th Floor), Bandar Bazar, Sylhet.",01720825802, 01718920812,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204599/OwnerPhoto_ Photo 392.jpg
"Mr. Md. Firoz Alam, Proprietor",Firoz International Travels & Tours,firozalam1207@gmail.com,"21/1, Purana Paltan, Mukti Bhaban (2nd Floor), Dhaka-1000",['01711805745'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204600/OwnerPhoto_Photo122.jpg
"Mr. Md. Firoz Alam, Proprietor",Al karim Air Aviation,demo-0e920d1f-a343-4b7c-abd0-59e83f27a045@gmail.com,"311, Purana Paltan Sharif Complex (4th Floor), Dhaka-1000",['01913265315'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mohammed Arif Moin Uddin Reza, Proprietorship",Arif Reza & Associates,arifreza.associates@gmail.com,"VIP Tower (2nd Floor) 125, Kazir Dewri, Chattigram, Bangladesh.",['01707109266'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204602/OwnerPhoto_Photo 378.jpg
"Abdul Jalil, Proprieitor",K.R. Air International,krairinternational2022@gmail.com,"67/1, East Tower (9th Floor), Suite-10/3, Paltan China Town, Nayapaltan, Dhaka-1000",['01820297659'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204603/OwnerPhoto_Photo116.jpg
"Mr. Md. Jahangir Alam, Proprietor",Ahnaf Tours & Travels,ahnaftourstravels22@gmail.com,"37/2, Purana Paltan, Box Culvert Road, Pritom Zaman Tower(Level-9), Room No-1011/B, Dhaka-1000.",['01735551387'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204604/OwnerPhoto_Photo.jpg
"Mr. H.M Dulal , Proprietor",Hazi Halima Travel Agency,hazihalima23@gmail.com,"Shromo Kallyan Road, Mongla, Bagerhat",['01713181224'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204605/OwnerPhoto_Hazi Halima Travel agency Photo 20230611_13090743.jpg
"Bashir Ahmed, Proprietor",Al Etihad Travels,aletihadtravels605@gmail.com,"Hajee Md.Elias KMarket, Infornt of Biman Building Chawdhury Road, Office No-01 (Ground Floor), Lohagara, Chattogram.",['01825149605'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204606/OwnerPhoto_Photo 378.jpg
"Md. Ashraful Islam, CEO, Proprietor",Nuhad Tours & Travel Agency,najnin22l@gmail.com,"888/1, Shawrapara, Mirpur, Dhaka-1216.",['+8801709222033'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204607/1711187975801-475189046.jpg
"Mr. Shofiqur Rahman, Proprietor",Sathi Travels & Tours,sathitravelstours@gmail.com,"30/A,NayaPaltan,Sattara Center (13th Floor) V.I.P Road ,Dhaka-1000",['01716639729'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204608/OwnerPhoto_CamScanner 06-11-2023 10.58.jpg
"Farhan, Proprietor",Bhuiyan Overseas,bhuiyanoverseas2021@gmail.com,"51/1, VIP Tower (8th Floor), VIP Road, Shanti Nagar, Naya Paltan, Dhaka.",['01733930771'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204609/OwnerPhoto_CamScanner 06-11-2023 11.11.jpg
"Md. Tawhid Biswas, Proprietor",Global Connection Tours & Travels,tawhid.biswas@yahoo.com,"Rampura Banasree (ground Floor), Block No-E, Road No-3, House No-5, Dhaka.",['01723612552'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204610/OwnerPhoto_CamScanner 06-11-2023 10.44.jpg
"Shahen Shah, Proprietor",Kushol Travels & Tours,kushol.travels@gmail.com,"24-24/A, Purana Paltan, Dr. Nowab Ali Tower (7th Floor), Suite-701/E, North Side, Paltan, Dhaka-1000",['01648440558'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204611/OwnerPhoto_0123.jpg
"Mr. Sayed Najmul Aanam, Managing Partner",Anam Tours & Travel,anamtours2022@gmail.com,"67/1 Paltan China Town, West Tower (9th Floor W-9/7), New Paltan, Dhaka-1000.",01894766510, 01756552048,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204612/OwnerPhoto_Photo 443.jpg
"Mr. A K M Kamruzzaman,  Founder & CEO",Travel Trip BD,akm.kamruzzaman@gmail.com,"Plot-15, Road-17, Level- A 08, Bashati Condominium, Banani C/A, Dhaka-1213",['01712060209'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204613/OwnerPhoto_579a2468-d11f-422d-ab3a-a2fcb297d2bd.jpg
"Md. Mahbub Alam, Proprietor",Fast Fly,fastfly8422@gmail.com,"36, Rokeya Mansion (7th Floor), Purana Paltan Lane, Dhaka-1000",['01735631000'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204614/OwnerPhoto_Photo 450.jpg
"Mr. Abdul Kader, Managing Director",GoYaraa Limited,info@goyaraa.com,"House No: 08, Road No: 05, Sector No: 01, Uttara Model Town",['01912140660'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204615/OwnerPhoto_Photo 455.jpg
"Mr. Ashesh Roy, Proprietor",R&C Global,sylhet.rncglobal@gmail.com,"1007 WEST WORLD, LEVEL 9, WEST ZINDA BAZAR, SYLHET.",01321232136, 01763502123,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204616/OwnerPhoto_Photo 460.jpg
"Md Arifur Rahman Akanda, Managing Director",Flymate Bangladesh Limited,akanda@flymatebd.com,"Plot: 32/C, Road: 2, Level: 12, Tropical Alauddin Tower, Sector: 3, Uttara, Dhaka 1230",['01973333152'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204617/OwnerPhoto_Photo 539.jpg
"Mr. Mohammed Salah Uddin, Proprietor",Khadiza Tours & Travels,khadizatourbd@gmail.com,"29, Toyenbee Circular Road (3rd floor), Motijheel C/A, Dhaka-1000.",01711147822, 01815588740,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204618/OwnerPhoto_Photo.jpg
"S M Arif, Managing Director",Merchant Aviation Limited,merchantaviationltd@gmail.com,"House # 23, Flat # 10/B, Road # 11, Block # F, Bir Uttam Khademul Basar Sarwak, Banani, Dhaka-1213",['01618999001'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204619/OwnerPhoto_Photo 468.jpg
"Mr. Shariar Romeo, Proprietor",NEWTRAVEL INTERNATIONAL SERVICE CENTER,shahriar.romeo99@gmail.com,"24/25 (6Th Floor),Dilkusha, Motijheel, Dhaka-1000",['01850911121'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204620/OwnerPhoto_Photo477.jpg
"Mr. Md. Mohiuddin, Managing Director",Marj Air International Limited,marjair.int@gmail.com,"Shawon Tower, 2/C, Purana Paltan (1st Floor), Block-A-1, Paltan, Dhaka-1000.",01838912070, 01879272400,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204621/OwnerPhoto_Photo 483.jpg
"Mr. Mohammad Nur Ullah Forhad, Proprietor",Anrul Travels,anrultravels787@gmail.com,"Plot-50, Road-01, Block-C, Bir Uttam Kadamul Basar Sorok,Banani B/A, Dhaka-1213.",['01837026609'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204622/OwnerPhoto_Photo 489.jpg
"Most. Fatima Khaton, Proprietor",Fatima Travels and Tour,joymurad9@gmail.com,"102/2, New Airport Road, Kakoli, Banani, Dhaka",['01926209114'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204623/OwnerPhoto_Photo 500.jpg
"Md. Saiful Islam, Proprietor",Safwan Aviation,safwanaviation23@gmail.com,"123, Kakrail, Moubon Super Market, Shantinagar, Dhaka-1217",['01970121121'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204624/OwnerPhoto_Photo 550.jpg
"Mr. Md. Kamrul Islam, Managing Director",Visa Hub Bangladesh Limited,visahub.dhaka@gmail.com,"14/A, 31/A, Concord Tower (7th Floor), Farmgate, Tejgaon, Dhaka-1215.",['01923838383'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204625/OwnerPhoto_Photo 572.jpg
"Ms. Shamim Saleh, Proprietor",Saimon Travel Bureau,afsia@saimongroup.com,"China Town (6th Floor), W 7/10, 67/1, Nayapaltan, Dhaka-1000",['01799278205'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204626/OwnerPhoto_Photo 545.jpg
"Mr. Md. Habibur Rahman, Proprietor",Dreams Tours & Travels,dreamstourstravel.bd@gmail.com,"S.S Tower, 663-664 (6th Floor) Flat No-G-2, Ashkona Bazar, Dakshinkhan, Dhaka-1230.",['01715929717'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Sahidur Rahman, Proprietor",Sahid Travels,sahidyas@gmail.com,"382/3 SAHID TOWER, MOKSEDUR RAHMAN ROAD, FENI SADAR, FENI",['01778004496'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204628/OwnerPhoto_Photo 536.jpg
"Al Mamun Ali Khan , Proprietor",AL-ARAF TOURISM SERVICES,aats.go@gmail.com,"Village- Nayansuka Kathaliapara Paikortola mor, Mamun Super Market, Post Office- Nomoshankar Bati, Upazilla: Chapainawabganj Sadar, District: Chapainawabganj - 6300.",['01711062777'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_204629/OwnerPhoto_526.jpg
